1244811,金桔,1187,水果,,柑橘类,2.5,7.0,4.75,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244810,蜜柚,1187,水果,,柑橘类,3.0,4.0,3.5,,红心,斤,2022-02-18 00:00:00,,138,,admin,,,
1244869,奶白菜,1186,蔬菜,1199,水菜,4.0,4.5,4.25,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244868,散生菜,1186,蔬菜,1199,水菜,3.0,3.5,3.25,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244867,香葱,1186,蔬菜,1199,水菜,4.0,5.0,4.5,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244866,茼蒿,1186,蔬菜,1199,水菜,6.0,7.0,6.5,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244865,蒿子秆,1186,蔬菜,1199,水菜,5.0,5.5,5.25,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244864,樱桃萝卜,1186,蔬菜,1199,水菜,4.5,5.0,4.75,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244863,香芹,1186,蔬菜,1199,水菜,4.5,5.0,4.75,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244862,菠菜,1186,蔬菜,1199,水菜,5.0,5.5,5.25,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244861,苋菜,1186,蔬菜,1199,水菜,9.0,11.0,10.0,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244860,菊花菜,1186,蔬菜,1199,水菜,2.0,2.5,2.25,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244859,黄心菜,1186,蔬菜,1199,水菜,3.0,3.5,3.25,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244858,青蒜,1186,蔬菜,1199,水菜,3.5,4.5,4.0,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244857,盖菜,1186,蔬菜,1199,水菜,2.0,3.0,2.5,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244856,芥兰,1186,蔬菜,1199,水菜,6.5,7.0,6.75,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244855,菜心,1186,蔬菜,1199,水菜,5.0,5.5,5.25,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244854,空心菜,1186,蔬菜,1199,水菜,9.0,10.0,9.5,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244853,鸡毛菜,1186,蔬菜,1199,水菜,5.0,5.5,5.25,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244852,荠菜,1186,蔬菜,1199,水菜,6.0,7.0,6.5,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244851,豌豆苗,1186,蔬菜,1199,水菜,5.0,6.0,5.5,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244850,快菜,1186,蔬菜,1199,水菜,2.5,3.0,2.75,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244969,大白菜,1186,蔬菜,,,0.8,1.2,1.0,冀鲁辽鄂,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244968,娃娃菜,1186,蔬菜,,,1.1,1.3,1.2,冀豫,大,斤,2022-02-18 00:00:00,,138,,admin,,,
1244967,小白菜,1186,蔬菜,,,1.6,1.8,1.7,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244966,圆白菜,1186,蔬菜,,,1.4,1.6,1.5,冀,暄,斤,2022-02-18 00:00:00,,138,,admin,,,
1244965,圆白菜,1186,蔬菜,,,0.3,0.5,0.4,鄂川,露地,斤,2022-02-18 00:00:00,,138,,admin,,,
1244964,紫甘蓝,1186,蔬菜,,,1.4,1.5,1.45,滇,精选,斤,2022-02-18 00:00:00,,138,,admin,,,
1244963,芹菜,1186,蔬菜,,,1.3,1.5,1.4,鲁津,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244962,西芹,1186,蔬菜,,,1.8,2.2,2.0,鲁辽豫,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244961,菠菜,1186,蔬菜,,,2.0,2.8,2.4,冀鲁,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244960,莴笋,1186,蔬菜,,,2.0,3.2,2.6,浙闽,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244959,团生菜,1186,蔬菜,,,2.0,3.0,2.5,云,白球\净,斤,2022-02-18 00:00:00,,138,,admin,,,
1244958,散叶生菜,1186,蔬菜,,,2.5,2.6,2.55,冀辽,毛\净,斤,2022-02-18 00:00:00,,138,,admin,,,
1244957,罗马生菜,1186,蔬菜,,,4.5,5.0,4.75,冀滇,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244956,油菜,1186,蔬菜,,,0.8,1.2,1.0,冀鲁苏,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244955,香菜,1186,蔬菜,,,3.5,7.0,5.25,冀鲁豫,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244954,茴香,1186,蔬菜,,,4.0,4.5,4.25,冀,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244953,韭菜,1186,蔬菜,,,3.5,4.5,4.0,粤冀,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244952,苦菊,1186,蔬菜,,,3.5,3.8,3.65,冀辽,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244951,油麦菜,1186,蔬菜,,,2.5,3.0,2.75,云冀,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244950,黄心菜,1186,蔬菜,,,0.8,1.0,0.9,皖,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244929,豇豆,1186,蔬菜,,,6.0,7.5,6.75,琼,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244928,白不老,1186,蔬菜,,,5.0,8.0,6.5,云,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244927,油豆,1186,蔬菜,,,3.8,6.5,5.15,云粤,精品,斤,2022-02-18 00:00:00,,138,,admin,,,
1244926,毛豆,1186,蔬菜,,,4.5,5.0,4.75,琼,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244925,玉米,1186,蔬菜,,,3.0,3.5,3.25,琼粤,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244924,花生,1186,蔬菜,,,5.0,6.0,5.5,琼,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244923,苦瓜,1186,蔬菜,,,3.5,4.5,4.0,云鲁,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244922,丝瓜,1186,蔬菜,,,4.5,5.0,4.75,冀鲁,长\短,斤,2022-02-18 00:00:00,,138,,admin,,,
1244921,西葫芦,1186,蔬菜,,,1.4,1.7,1.55,鲁辽,箱,斤,2022-02-18 00:00:00,,138,,admin,,,
1244920,佛手瓜,1186,蔬菜,,,2.0,2.3,2.15,琼,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244919,贝贝南瓜,1186,蔬菜,,,2.8,3.0,2.9,琼粤桂,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244918,金丝南瓜,1186,蔬菜,,,1.5,1.6,1.55,琼粤,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244917,板栗南瓜,1186,蔬菜,,,2.2,2.5,2.35,新琼,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244916,南北瓜,1186,蔬菜,,,1.0,1.2,1.1,川苏鄂琼,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244915,尖椒,1186,蔬菜,,,2.5,4.3,3.4,辽琼鲁粤,袋\箱,斤,2022-02-18 00:00:00,,138,,admin,,,
1244914,红尖椒,1186,蔬菜,,,5.0,6.0,5.5,鲁,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244913,美人椒,1186,蔬菜,,,12.0,13.0,12.5,鲁云,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244912,螺丝椒,1186,蔬菜,,,5.0,6.0,5.5,琼鲁,精选,斤,2022-02-18 00:00:00,,138,,admin,,,
1244911,柿子椒,1186,蔬菜,,,1.7,2.7,2.2,鲁冀,袋\箱,斤,2022-02-18 00:00:00,,138,,admin,,,
1244910,线椒,1186,蔬菜,,,5.5,6.5,6.0,鲁冀粤,新,斤,2022-02-18 00:00:00,,138,,admin,,,
1244709,羊排骨,1189,肉禽蛋,1207,羊肉类,27.0,28.0,27.5,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244708,羊尾巴油,1189,肉禽蛋,1207,羊肉类,8.0,9.0,8.5,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244707,羊小腿,1189,肉禽蛋,1207,羊肉类,24.0,25.0,24.5,,羊棒,斤,2022-02-18 00:00:00,,138,,admin,,,
1244706,羊腱子肉,1189,肉禽蛋,1207,羊肉类,39.0,39.0,39.0,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244705,羊上脑,1189,肉禽蛋,1207,羊肉类,37.0,37.0,37.0,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244704,羊骨头,1189,肉禽蛋,1207,羊肉类,11.0,11.0,11.0,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244949,菜花,1186,蔬菜,,,1.2,1.5,1.35,鄂云,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244948,散菜花,1186,蔬菜,,,1.8,2.8,2.3,浙闽滇,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244947,绿菜花,1186,蔬菜,,,2.2,2.5,2.35,鄂苏,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244946,绿豆芽,1186,蔬菜,,,0.95,1.0,0.98,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244945,黄豆芽,1186,蔬菜,,,0.9,1.0,0.95,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244944,番茄,1186,蔬菜,,,1.8,3.3,2.55,云川蒙,黑框,斤,2022-02-18 00:00:00,,138,,admin,,,
1244943,番茄,1186,蔬菜,,,3.8,4.5,4.15,鲁冀川,白框,斤,2022-02-18 00:00:00,,138,,admin,,,
1244942,黄瓜,1186,蔬菜,,,1.5,2.4,1.95,鲁辽云,袋\箱,斤,2022-02-18 00:00:00,,138,,admin,,,
1244941,黄瓜,1186,蔬菜,,,2.5,3.5,3.0,冀,鲜干花,斤,2022-02-18 00:00:00,,138,,admin,,,
1244940,小黄瓜,1186,蔬菜,,,5.0,5.5,5.25,辽,旱\荷兰,斤,2022-02-18 00:00:00,,138,,admin,,,
1244939,茄子,1186,蔬菜,,,1.3,2.4,1.85,蒙云鲁,精选,斤,2022-02-18 00:00:00,,138,,admin,,,
1244938,长茄,1186,蔬菜,,,1.2,2.5,1.85,冀辽,精选,斤,2022-02-18 00:00:00,,138,,admin,,,
1244937,广茄,1186,蔬菜,,,2.0,4.0,3.0,云粤,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244936,线茄,1186,蔬菜,,,2.2,4.6,3.4,冀,精选,斤,2022-02-18 00:00:00,,138,,admin,,,
1244935,冬瓜,1186,蔬菜,,,1.3,1.5,1.4,桂,吊,斤,2022-02-18 00:00:00,,138,,admin,,,
1244934,冬瓜,1186,蔬菜,,,0.9,1.0,0.95,新,地,斤,2022-02-18 00:00:00,,138,,admin,,,
1244933,毛冬瓜,1186,蔬菜,,,2.5,3.5,3.0,桂,长条,斤,2022-02-18 00:00:00,,138,,admin,,,
1244932,架豆,1186,蔬菜,,,5.0,8.5,6.75,云,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244931,豆王,1186,蔬菜,,,4.0,8.0,6.0,云,精选,斤,2022-02-18 00:00:00,,138,,admin,,,
1244930,扁豆,1186,蔬菜,,,4.5,6.9,5.7,云鲁,精选,斤,2022-02-18 00:00:00,,138,,admin,,,
1244849,苦菊,1186,蔬菜,1199,水菜,4.0,4.5,4.25,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244848,穿心莲,1186,蔬菜,1199,水菜,3.0,4.0,3.5,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244847,木耳菜,1186,蔬菜,1199,水菜,9.0,10.0,9.5,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244846,菠萝,1187,水果,1211,其他类,2.2,2.4,2.3,,箱装（上六下六）,斤,2022-02-18 00:00:00,,138,,admin,,,
1244845,圣女果,1187,水果,1211,其他类,8.0,11.0,9.5,,千禧,斤,2022-02-18 00:00:00,,138,,admin,,,
1244844,百香果,1187,水果,1211,其他类,7.0,8.0,7.5,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244843,黑枣,1187,水果,1211,其他类,7.0,10.0,8.5,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244842,九九草莓,1187,水果,1211,其他类,10.0,15.0,12.5,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244841,甜宝草莓,1187,水果,1211,其他类,8.0,12.0,10.0,,奶油,斤,2022-02-18 00:00:00,,138,,admin,,,
1244840,红颜草莓,1187,水果,1211,其他类,9.0,14.0,11.5,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244839,火龙果,1187,水果,1211,其他类,4.0,8.0,6.0,,红,斤,2022-02-18 00:00:00,,138,,admin,,,
1244838,火龙果,1187,水果,1211,其他类,4.0,6.0,5.0,,白,斤,2022-02-18 00:00:00,,138,,admin,,,
1244837,板栗,1187,水果,1211,其他类,2.6,3.5,3.05,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244836,油栗,1187,水果,1211,其他类,5.0,8.0,6.5,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244835,木瓜,1187,水果,1211,其他类,5.0,6.0,5.5,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244834,柿饼,1187,水果,1211,其他类,6.0,12.0,9.0,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244833,甘蔗,1187,水果,1211,其他类,1.7,1.8,1.75,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244832,柠檬,1187,水果,1211,其他类,4.0,5.0,4.5,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244831,山楂,1187,水果,1211,其他类,4.0,6.0,5.0,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244830,姑娘果（灯笼果）,1187,水果,1211,其他类,10.0,16.0,13.0,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244809,蜜柚,1187,水果,,柑橘类,2.0,2.8,2.4,,白心,斤,2022-02-18 00:00:00,,138,,admin,,,
1244808,葡萄柚,1187,水果,,柑橘类,3.0,4.0,3.5,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244807,油桃,1187,水果,,桃李杏类,12.0,15.0,13.5,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244806,猕猴桃,1187,水果,,桃李杏类,2.5,4.0,3.25,,徐香,斤,2022-02-18 00:00:00,,138,,admin,,,
1244805,猕猴桃,1187,水果,,桃李杏类,2.0,2.8,2.4,,海沃德,斤,2022-02-18 00:00:00,,138,,admin,,,
1244804,无籽小号-大号,1187,水果,,西瓜类,2.8,3.0,2.9,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244803,麒麟、甜蜜蜜,1187,水果,,西瓜类,3.3,4.5,3.9,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244802,黑美人,1187,水果,,西瓜类,2.4,2.7,2.55,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244801,甜王,1187,水果,,西瓜类,2.5,2.7,2.6,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244800,特小凤,1187,水果,,西瓜类,3.5,4.0,3.75,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244799,国产香蕉,1187,水果,,香蕉类,3.8,4.5,4.15,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244798,南美、菲律宾香蕉,1187,水果,,香蕉类,4.2,5.0,4.6,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244797,泰国香蕉,1187,水果,,香蕉类,7.5,8.4,7.95,,帝王蕉,斤,2022-02-18 00:00:00,,138,,admin,,,
1244796,晓蜜25号,1187,水果,,甜瓜类,3.8,4.4,4.1,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244795,玉菇,1187,水果,,甜瓜类,3.5,3.8,3.65,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244794,网纹,1187,水果,,甜瓜类,4.0,6.0,5.0,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244793,绿宝甜瓜,1187,水果,,甜瓜类,7.5,8.5,8.0,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244792,博阳,1187,水果,,甜瓜类,7.0,9.0,8.0,,系列,斤,2022-02-18 00:00:00,,138,,admin,,,
1244791,富士,1187,水果,,苹果类,1.8,2.6,2.2,,纸袋Φ70-84,斤,2022-02-18 00:00:00,,138,,admin,,,
1244790,富士,1187,水果,,苹果类,2.6,3.8,3.2,,纸袋Φ85以上,斤,2022-02-18 00:00:00,,138,,admin,,,
1244789,富士,1187,水果,,苹果类,1.5,2.5,2.0,,纸袋+膜袋,斤,2022-02-18 00:00:00,,138,,admin,,,
1244788,黄元帅,1187,水果,,苹果类,2.0,3.0,2.5,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244787,花牛,1187,水果,,苹果类,2.0,4.5,3.25,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244786,阿克苏,1187,水果,,苹果类,3.8,5.0,4.4,新疆,冰糖心,斤,2022-02-18 00:00:00,,138,,admin,,,
1244785,国光,1187,水果,,苹果类,1.3,2.5,1.9,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244784,寒富苹果,1187,水果,,苹果类,1.3,1.8,1.55,辽宁,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244783,阳光玫瑰,1187,水果,,葡萄类,15.0,40.0,27.5,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244782,红提,1187,水果,,葡萄类,6.0,9.0,7.5,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244781,克伦生,1187,水果,,葡萄类,7.0,12.0,9.5,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244780,黑提,1187,水果,,葡萄类,10.0,12.0,11.0,,夏黑,斤,2022-02-18 00:00:00,,138,,admin,,,
1244779,辽峰,1187,水果,,葡萄类,6.0,7.0,6.5,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244778,巨峰,1187,水果,,葡萄类,3.5,4.3,3.9,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244777,木纳格,1187,水果,,葡萄类,4.3,5.5,4.9,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244776,小台农,1187,水果,,芒果类,4.5,8.0,6.25,,生,斤,2022-02-18 00:00:00,,138,,admin,,,
1244775,大台农,1187,水果,,芒果类,6.0,9.0,7.5,,生,斤,2022-02-18 00:00:00,,138,,admin,,,
1244774,青皮芒果,1187,水果,,芒果类,7.0,9.0,8.0,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244773,高乐蜜,1187,水果,,芒果类,7.0,10.0,8.5,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244772,水仙芒果,1187,水果,,芒果类,6.5,12.0,9.25,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244771,美早,1187,水果,,樱桃类,60.0,130.0,95.0,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244770,白条猪,1189,肉禽蛋,1205,猪肉类,8.0,8.0,8.0,,瘦,斤,2022-02-18 00:00:00,,138,,admin,,,
1244703,羊腩,1189,肉禽蛋,1207,羊肉类,27.0,27.0,27.0,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244702,羊里脊,1189,肉禽蛋,1207,羊肉类,36.0,38.0,37.0,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244701,淘汰鸡,1189,肉禽蛋,1208,禽蛋类,9.5,9.5,9.5,,干净膛,斤,2022-02-18 00:00:00,,138,,admin,,,
1244700,淘汰鸡,1189,肉禽蛋,1208,禽蛋类,9.0,9.0,9.0,,净膛,斤,2022-02-18 00:00:00,,138,,admin,,,
1244699,仔鸡,1189,肉禽蛋,1208,禽蛋类,7.5,8.0,7.75,,净膛,斤,2022-02-18 00:00:00,,138,,admin,,,
1244698,肉鸡,1189,肉禽蛋,1208,禽蛋类,6.5,6.5,6.5,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244697,鸡胸,1189,肉禽蛋,1208,禽蛋类,7.5,7.5,7.5,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244696,鸡翅,1189,肉禽蛋,1208,禽蛋类,11.0,12.0,11.5,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244695,鸡翅尖,1189,肉禽蛋,1208,禽蛋类,7.5,7.5,7.5,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244694,鸡翅中,1189,肉禽蛋,1208,禽蛋类,22.0,22.0,22.0,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244693,鸡翅根,1189,肉禽蛋,1208,禽蛋类,9.0,9.5,9.25,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244692,鸡边腿,1189,肉禽蛋,1208,禽蛋类,7.0,7.0,7.0,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244691,鸡排腿,1189,肉禽蛋,1208,禽蛋类,7.5,7.5,7.5,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244690,鸡琵琶腿,1189,肉禽蛋,1208,禽蛋类,9.0,9.5,9.25,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244583,牛蛙,1190,水产,1211,其他类,12.0,12.0,12.0,,活,斤,2022-02-18 00:00:00,,138,,admin,,,
1244582,北豆腐,1203,豆制品,,,2.5,2.5,2.5,,屉,斤,2022-02-18 00:00:00,,138,,admin,,,
1244581,南豆腐,1203,豆制品,,,2.2,2.2,2.2,,屉,斤,2022-02-18 00:00:00,,138,,admin,,,
1244580,白玉北豆腐,1203,豆制品,,,3.8,3.8,3.8,,,盒,2022-02-18 00:00:00,,138,,admin,,,
1244579,香香北豆腐,1203,豆制品,,,3.0,3.0,3.0,,,盒,2022-02-18 00:00:00,,138,,admin,,,
1244578,白玉南豆腐,1203,豆制品,,,5.0,5.0,5.0,,,盒,2022-02-18 00:00:00,,138,,admin,,,
1244577,豆腐丝,1203,豆制品,,,4.5,5.0,4.75,,散,斤,2022-02-18 00:00:00,,138,,admin,,,
1244576,精品豆腐丝,1203,豆制品,,,5.5,5.5,5.5,,,袋,2022-02-18 00:00:00,,138,,admin,,,
1244575,豆腐皮,1203,豆制品,,,4.9,5.0,4.95,,散,斤,2022-02-18 00:00:00,,138,,admin,,,
1244574,豆腐干,1203,豆制品,,,4.5,4.5,4.5,,散,斤,2022-02-18 00:00:00,,138,,admin,,,
1244573,精品豆腐干,1203,豆制品,,,4.5,4.5,4.5,,,袋,2022-02-18 00:00:00,,138,,admin,,,
1244572,豆腐泡,1203,豆制品,,,5.0,5.0,5.0,,散,斤,2022-02-18 00:00:00,,138,,admin,,,
1244571,精品豆腐泡,1203,豆制品,,,5.0,5.0,5.0,,,袋,2022-02-18 00:00:00,,138,,admin,,,
1244570,白玉内酯豆腐,1203,豆制品,,,2.2,2.2,2.2,,,盒,2022-02-18 00:00:00,,138,,admin,,,
1244569,香香内脂豆腐,1203,豆制品,,,1.5,1.5,1.5,,,盒,2022-02-18 00:00:00,,138,,admin,,,
1244568,大白菜,1186,蔬菜,,,0.8,1.2,1.0,冀鲁辽鄂,,斤,2022-02-17 00:00:00,,138,,admin,,,
1244567,娃娃菜,1186,蔬菜,,,1.0,1.3,1.15,冀豫,大,斤,2022-02-17 00:00:00,,138,,admin,,,
1244566,小白菜,1186,蔬菜,,,1.6,1.8,1.7,,,斤,2022-02-17 00:00:00,,138,,admin,,,
1244565,圆白菜,1186,蔬菜,,,1.4,1.6,1.5,冀,暄,斤,2022-02-17 00:00:00,,138,,admin,,,
1244564,圆白菜,1186,蔬菜,,,0.4,0.6,0.5,鄂川,露地,斤,2022-02-17 00:00:00,,138,,admin,,,
1244689,鸡胗,1189,肉禽蛋,1208,禽蛋类,15.0,18.0,16.5,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244688,鸡爪,1189,肉禽蛋,1208,禽蛋类,20.0,20.0,20.0,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244687,鸡心,1189,肉禽蛋,1208,禽蛋类,6.0,6.5,6.25,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244686,鸡肝,1189,肉禽蛋,1208,禽蛋类,3.0,3.0,3.0,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244685,鸡架子,1189,肉禽蛋,1208,禽蛋类,3.0,3.0,3.0,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244684,白条乌鸡,1189,肉禽蛋,1208,禽蛋类,12.0,12.0,12.0,,净膛,斤,2022-02-18 00:00:00,,138,,admin,,,
1244683,黑爪公鸡,1189,肉禽蛋,1208,禽蛋类,15.0,15.0,15.0,,净膛,斤,2022-02-18 00:00:00,,138,,admin,,,
1244682,鸭腿,1189,肉禽蛋,1208,禽蛋类,6.5,7.0,6.75,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244681,箱鸡蛋,1189,肉禽蛋,1208,禽蛋类,165.0,170.0,167.5,,,箱,2022-02-18 00:00:00,,138,,admin,,,
1244680,箱鸡蛋,1189,肉禽蛋,1208,禽蛋类,3.75,3.86,3.8,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244679,散鸡蛋,1189,肉禽蛋,1208,禽蛋类,4.0,4.0,4.0,,,斤,2022-02-18 00:00:00,,138,,admin,,,
1244678,生鸭蛋,1189,肉禽蛋,1208,禽蛋类,7.2,8.0,7.6,,,斤,2022-02-18 00:00:00,,138,,admin,,,
